item_type,date_uploaded,source_file,item_id,title,genre,source,date,place_of_origin,subject,item_format,language,contributor,rights,alternative_title
still image,2024-12-08,nypl-item-metadata\123bf270-c5d3-012f-0947-58d385a7bc34.json,123bf270-c5d3-012f-0947-58d385a7bc34,"['Sea shore near Mount Lavinia Hotel, Colombo.']",Postcards,https://digitalcollections.nypl.org/items/123bf270-c5d3-012f-0947-58d385a7bc34,"['1907', '1918']",Ceylon,"['Sri Lankans', 'Sri Lanka', 'Beaches', 'Outrigger canoes']","['Collotypes', '9 x 14 cm.', 'Photomechanical prints']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\123e2490-c5d1-012f-9ea0-58d385a7bc34.json,123e2490-c5d1-012f-9ea0-58d385a7bc34,['Typical Fijian girls.'],"['Postcards', 'Ethnographic photographs']",https://digitalcollections.nypl.org/items/123e2490-c5d1-012f-9ea0-58d385a7bc34,Not found,Milan,"['Young women', 'Fijians', 'Indigenous peoples', 'Backdrops']","['Collotypes', '9 x 14 cm.', '1 photomechanical print (postcard) : collotype ; 9 x 14 cm.']",eng,Not found,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\128ac5a0-c5d1-012f-f63d-58d385a7bc34.json,128ac5a0-c5d1-012f-f63d-58d385a7bc34,['A Fiji maid.'],"['Postcards', 'Ethnographic photographs', 'Portrait photographs']",https://digitalcollections.nypl.org/items/128ac5a0-c5d1-012f-f63d-58d385a7bc34,Not found,Not found,"['Studio props', 'Fijians']",Not found,eng,F. W. Caine,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\12c6cb80-c5d1-012f-b368-58d385a7bc34.json,12c6cb80-c5d1-012f-b368-58d385a7bc34,"['Native houseboat, Suva, Fiji.']",Postcards,https://digitalcollections.nypl.org/items/12c6cb80-c5d1-012f-b368-58d385a7bc34,Not found,Not found,"['Houseboats', 'Fijians']",Not found,eng,"Gardiner, Harry","The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\131eef20-c5d1-012f-ba25-58d385a7bc34.json,131eef20-c5d1-012f-ba25-58d385a7bc34,['A typical Fiji village.'],Postcards,https://digitalcollections.nypl.org/items/131eef20-c5d1-012f-ba25-58d385a7bc34,Not found,Not found,"['Villages', 'Thatched roof buildings', 'Fijians']",Not found,eng,F. W. Caine,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\13672940-c5d1-012f-c18f-58d385a7bc34.json,13672940-c5d1-012f-c18f-58d385a7bc34,"['Making tappa, Fiji.']","['Postcards', 'Ethnographic photographs', 'Genre photographs']",https://digitalcollections.nypl.org/items/13672940-c5d1-012f-c18f-58d385a7bc34,Not found,Not found,"['Textile industry', 'Fijians', 'Indigenous peoples']",Not found,eng,F. W. Caine,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\139bdff0-c5d3-012f-77b2-58d385a7bc34.json,139bdff0-c5d3-012f-77b2-58d385a7bc34,['Water carrier.  Ceylon.'],Postcards,https://digitalcollections.nypl.org/items/139bdff0-c5d3-012f-77b2-58d385a7bc34,"['1907', '1918']",s.l.,"['Sri Lankans', 'Sri Lanka', 'Oxen']","['Halftone photomechanical prints', '9 x 14 cm.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\13d4c390-c5d3-012f-b724-58d385a7bc34.json,13d4c390-c5d3-012f-b724-58d385a7bc34,['Ceylon.  Ceylon elephants.'],Postcards,https://digitalcollections.nypl.org/items/13d4c390-c5d3-012f-b724-58d385a7bc34,"['1907', '1918']",s.l.,"['Sri Lanka', 'Elephants']","['Collotypes', '9 x 14 cm.', 'Photomechanical prints']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\13ee3e40-c5d2-012f-c50b-58d385a7bc34.json,13ee3e40-c5d2-012f-c50b-58d385a7bc34,['The large Nara bell Ni Todaiji.'],Postcards,https://digitalcollections.nypl.org/items/13ee3e40-c5d2-012f-c50b-58d385a7bc34,"['1900', '1909']",s.l.,Not found,"['Collotypes', '14 x 9 cm.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\140e1c20-61bc-013a-5b61-0242ac110003.json,140e1c20-61bc-013a-5b61-0242ac110003,['Hongkong Harbour'],"['Postcards', 'Cityscapes']",https://digitalcollections.nypl.org/items/140e1c20-61bc-013a-5b61-0242ac110003,"['1900', '1925']",Hong Kong,Not found,"['Halftone photomechanical prints', '9 x 14 cm', 'Tinted halftone.']",eng,A.H. & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
